[<4,17>,[9,15,20,28],[9,15,19,26,28],[9,15,19,27,34],[9,15,20,26,27,34],[7,8,14,16,20,28],[7,8,13,15,20,28],[5,6,14,16,20,28],[7,4,6,14,16,20,28],[5,6,13,15,20,28],[5,4,8,14,16,20,28],[7,4,6,13,15,20,28],[5,4,8,13,15,20,28],[7,8,14,18,25,32,34],[9,13,14,16,20,28],[7,8,14,16,19,26,28],[7,8,13,15,19,26,28],[7,8,14,18,24,26,28],[7,8,14,16,19,27,34],[7,8,13,15,19,27,34],[7,8,14,18,24,27,34],[5,6,14,18,25,32,34],[9,15,19,24,25,32,34],[7,4,6,14,18,25,32,34],[9,15,16,18,25,32,34],[5,4,8,14,18,25,32,34],[5,6,14,16,19,26,28],[7,4,6,14,16,19,26,28],[5,6,14,18,24,26,28],[5,6,13,15,19,26,28],[5,6,14,16,19,27,34]],
[<4,18>,[7,8,14,17,23],[5,6,14,17,23],[7,4,6,14,17,23],[5,4,8,14,17,23],[9,15,16,17,23],[7,8,14,18,21,23],[7,8,10,12,23],[9,15,19,27,35,40,39,38],[9,13,14,17,23],[5,6,14,18,21,23],[5,6,10,12,23],[7,4,6,14,18,21,23],[7,4,6,10,12,23],[5,2,3,12,23],[9,15,19,24,21,23],[7,4,2,3,12,23],[9,15,16,18,21,23],[5,4,8,10,12,23],[5,4,8,14,18,21,23],[7,8,14,18,25,33,40,39,38],[9,15,20,26,27,35,40,39,38],[7,8,14,18,25,29,30,38],[7,8,14,17,22,30,38],[9,13,14,18,21,23],[9,13,10,12,23],[7,8,10,11,17,23],[9,15,19,27,32,33,40,39,38],[9,15,19,27,36,41,40,39,38],[5,6,14,18,25,33,40,39,38],[9,15,20,28,34,35,40,39,38]],
[<4,19>,[9,15,19,27,35,40,39],[7,8,14,18,25,33,40,39],[9,15,20,26,27,35,40,39],[7,8,14,18,25,29,30],[7,8,14,17,22,30],[9,15,19,27,32,33,40,39],[9,15,19,27,36,41,40,39],[5,6,14,18,25,33,40,39],[9,15,20,28,34,35,40,39],[9,15,19,24,25,33,40,39],[9,15,19,27,32,29,30],[7,4,6,14,18,25,33,40,39],[9,15,16,18,25,33,40,39],[5,6,14,18,25,29,30],[5,4,8,14,18,25,33,40,39],[9,15,19,24,25,29,30],[7,4,6,14,18,25,29,30],[5,6,14,17,22,30],[5,4,8,14,18,25,29,30],[9,15,16,18,25,29,30],[7,4,6,14,17,22,30],[9,15,16,17,22,30],[5,4,8,14,17,22,30],[9,13,14,18,25,33,40,39],[7,8,14,18,21,22,30],[7,8,10,12,22,30],[7,8,14,18,25,29,31,40,39],[9,13,14,18,25,29,30],[9,15,19,27,35,31,30],[7,8,14,18,25,32,35,40,39]],
[<4,20>,[9,15,19,27,35,40],[7,8,14,18,25,33,40],[9,15,20,26,27,35,40],[9,15,19,27,32,33,40],[9,15,19,27,36,41,40],[5,6,14,18,25,33,40],[9,15,20,28,34,35,40],[9,15,19,24,25,33,40],[7,4,6,14,18,25,33,40],[9,15,16,18,25,33,40],[5,4,8,14,18,25,33,40],[9,13,14,18,25,33,40],[7,8,14,18,25,29,31,40],[9,15,20,26,27,32,33,40],[7,8,14,18,25,32,35,40],[9,15,20,26,27,36,41,40],[7,8,14,17,22,31,40],[9,15,20,26,24,25,33,40],[9,15,19,27,32,29,31,40],[9,15,20,28,34,32,33,40],[7,8,14,16,19,27,35,40],[9,15,19,26,28,34,35,40],[9,15,20,28,37,42,41,40],[9,15,20,28,34,36,41,40],[7,8,14,18,24,27,35,40],[7,8,13,15,19,27,35,40],[5,6,14,18,25,29,31,40],[9,15,19,24,25,29,31,40],[7,8,10,11,18,25,33,40],[5,6,14,18,25,32,35,40]],
[<4,21>,[9,15,19,27,35],[7,8,14,18,25,33],[9,15,20,26,27,35],[9,15,19,27,32,33],[9,15,19,27,36,41],[5,6,14,18,25,33],[9,15,20,28,34,35],[9,15,19,24,25,33],[7,4,6,14,18,25,33],[9,15,16,18,25,33],[5,4,8,14,18,25,33],[9,13,14,18,25,33],[7,8,14,18,25,29,31],[9,15,20,26,27,32,33],[7,8,14,18,25,32,35],[9,15,20,26,27,36,41],[7,8,14,17,22,31],[9,15,20,26,24,25,33],[9,15,19,27,32,29,31],[9,15,20,28,34,32,33],[9,15,19,26,28,34,35],[7,8,14,16,19,27,35],[9,15,20,28,34,36,41],[9,15,20,28,37,42,41],[7,8,14,18,24,27,35],[7,8,13,15,19,27,35],[5,6,14,18,25,29,31],[9,15,19,24,25,29,31],[7,4,6,14,18,25,29,31],[7,8,10,11,18,25,33]],
[<4,22>,[9,15,19,27,36],[9,15,19,27,35,41],[9,15,20,26,27,36],[9,15,20,28,37,42],[9,15,20,28,34,36],[7,8,14,18,25,33,41],[9,15,20,26,27,35,41],[9,15,19,27,32,33,41],[9,15,20,28,34,35,41],[5,6,14,18,25,33,41],[9,15,19,24,25,33,41],[7,4,6,14,18,25,33,41],[7,8,14,18,25,32,36],[9,15,16,18,25,33,41],[5,4,8,14,18,25,33,41],[7,8,14,16,19,27,36],[9,15,19,26,28,37,42],[9,15,19,26,28,34,36],[9,13,14,18,25,33,41],[7,8,14,18,24,27,36],[9,15,19,27,34,37,42],[7,8,13,15,19,27,36],[5,6,14,18,25,32,36],[9,15,19,24,25,32,36],[7,8,14,18,25,29,31,41],[7,4,6,14,18,25,32,36],[9,15,20,26,27,32,33,41],[7,8,14,18,25,32,35,41],[5,4,8,14,18,25,32,36],[9,15,16,18,25,32,36]],
[<4,23>,[9,15,20,28,37],[9,15,19,26,28,37],[9,15,19,27,34,37],[9,15,19,27,36,42],[9,15,20,26,27,34,37],[9,15,19,27,35,41,42],[7,8,14,16,20,28,37],[9,15,20,26,27,36,42],[7,8,13,15,20,28,37],[9,15,20,28,34,36,42],[7,8,14,18,25,33,41,42],[5,6,14,16,20,28,37],[7,4,6,14,16,20,28,37],[5,6,13,15,20,28,37],[9,15,20,26,27,35,41,42],[5,4,8,14,16,20,28,37],[7,4,6,13,15,20,28,37],[5,4,8,13,15,20,28,37],[7,8,14,18,25,32,34,37],[9,15,19,27,32,33,41,42],[9,13,14,16,20,28,37],[9,15,20,28,34,35,41,42],[5,6,14,18,25,33,41,42],[9,15,19,24,25,33,41,42],[7,8,14,18,25,32,36,42],[7,4,6,14,18,25,33,41,42],[7,8,14,16,19,26,28,37],[9,15,16,18,25,33,41,42],[7,8,14,18,24,26,28,37],[5,4,8,14,18,25,33,41,42]],
[<5,6>,[10],[11,14],[3,2,6],[3,2,4,8],[1,0,2,6],[1,0,2,4,8],[11,16,15,13],[12,17,14],[3,2,5,7,8],[12,21,18,14],[3,2,5,9,13],[3,2,4,7,9,13],[1,0,2,5,7,8],[11,16,15,9,7,8],[11,18,24,19,15,13],[1,0,2,5,9,13],[1,0,2,4,7,9,13],[11,16,15,9,5,6],[12,17,16,15,13],[11,16,15,9,7,4,6],[11,16,15,9,5,4,8],[12,21,24,19,16,14],[11,18,24,26,20,15,13],[12,22,29,25,18,14],[12,21,24,19,15,13],[12,21,18,16,15,13],[3,2,5,9,15,16,14],[3,2,4,7,9,15,16,14],[12,21,24,26,20,16,14],[12,21,24,26,20,15,13]],
[<5,7>,[10,13],[11,16,15],[11,14,13],[10,8,7,9],[10,14,16,15],[3,2,6,13],[10,6,5,9],[3,2,5,9],[10,6,4,7,9],[10,8,4,5,9],[3,2,4,8,13],[3,2,4,7,9],[11,14,8,7,9],[1,0,2,6,13],[11,18,24,19,15],[1,0,2,5,9],[1,0,2,4,8,13],[1,0,2,4,7,9],[12,17,16,15],[11,14,6,5,9],[12,17,14,13],[11,14,6,4,7,9],[11,14,8,4,5,9],[11,18,24,26,20,15],[12,21,24,19,15],[12,21,18,16,15],[10,14,18,24,19,15],[3,2,5,7,8,13],[3,2,6,8,7,9],[12,21,18,14,13]],
[<5,8>,[11],[10,14],[12,17],[12,21,18],[10,13,15,16],[3,2,6,14],[3,2,4,8,14],[1,0,2,6,14],[1,0,2,4,8,14],[3,2,5,7,8,14],[12,21,24,19,16],[10,8,7,9,15,16],[12,22,29,25,18],[10,13,15,19,24,18],[3,2,6,13,15,16],[10,6,5,9,15,16],[3,2,5,9,15,16],[10,6,4,7,9,15,16],[3,2,4,8,13,15,16],[3,2,4,7,9,15,16],[10,8,4,5,9,15,16],[12,21,24,26,20,16],[3,2,5,9,13,14],[3,2,4,7,9,13,14],[1,0,2,5,7,8,14],[10,13,15,20,26,24,18],[1,0,2,6,13,15,16],[12,22,31,33,25,18],[1,0,2,5,9,15,16],[1,0,2,4,8,13,15,16]],
[<5,9>,[11,16],[10,14,16],[10,13,15],[11,18,24,19],[11,14,13,15],[12,17,16],[11,18,24,26,20],[10,8,7,9,15],[12,21,24,19],[12,21,18,16],[10,14,18,24,19],[3,2,6,14,16],[10,6,5,9,15],[3,2,6,13,15],[3,2,4,8,14,16],[10,6,4,7,9,15],[3,2,5,9,15],[10,8,4,5,9,15],[3,2,4,7,9,15],[3,2,4,8,13,15],[12,21,24,26,20],[11,17,21,24,19],[10,14,18,24,26,20],[1,0,2,6,14,16],[11,14,8,7,9,15],[1,0,2,6,13,15],[11,17,21,24,26,20],[1,0,2,4,8,14,16],[1,0,2,5,9,15],[11,18,25,32,27,19]],
[<5,10>,[12],[11,17],[11,18,21],[10,14,17],[10,14,18,21],[11,16,19,24,21],[11,18,25,29,22],[10,13,15,16,17],[3,2,6,14,17],[3,2,4,8,14,17],[11,16,20,26,24,21],[10,14,16,19,24,21],[10,14,18,25,29,22],[10,13,15,19,24,21],[10,13,15,16,18,21],[3,2,6,14,18,21],[3,2,4,8,14,18,21],[11,18,25,33,31,22],[1,0,2,6,14,17],[10,14,16,20,26,24,21],[1,0,2,4,8,14,17],[10,13,15,20,26,24,21],[1,0,2,6,14,18,21],[1,0,2,4,8,14,18,21],[11,16,19,27,32,29,22],[11,16,19,27,32,25,21],[11,18,24,27,32,29,22],[11,16,19,24,25,29,22],[11,14,13,15,19,24,21],[3,2,5,7,8,14,17]],
[<5,11>,[11,18],[12,21],[10,14,18],[11,17,21],[11,16,19,24],[12,17,18],[10,14,17,21],[11,16,20,26,24],[12,22,29,25],[10,14,16,19,24],[10,13,15,19,24],[3,2,6,14,18],[10,13,15,16,18],[3,2,4,8,14,18],[11,17,22,29,25],[10,14,16,20,26,24],[10,13,15,20,26,24],[1,0,2,6,14,18],[12,22,31,33,25],[1,0,2,4,8,14,18],[11,16,19,27,32,25],[11,14,13,15,19,24],[12,17,16,19,24],[10,14,17,22,29,25],[3,2,6,14,17,21],[10,13,15,16,17,21],[3,2,4,8,14,17,21],[11,16,20,26,27,32,25],[12,22,29,32,27,24],[3,2,5,7,8,14,18]],
[<5,12>,[11,16,19],[11,18,24],[11,16,20,26],[12,21,24],[10,14,16,19],[10,14,18,24],[10,13,15,19],[11,17,21,24],[10,14,16,20,26],[10,13,15,20,26],[11,18,25,32,27],[11,14,13,15,19],[12,17,16,19],[10,14,17,21,24],[12,17,18,24],[12,21,25,32,27],[10,8,7,9,15,19],[12,22,29,32,27],[11,14,13,15,20,26],[12,21,18,16,19],[12,17,16,20,26],[12,22,29,25,24],[10,14,18,25,32,27],[11,18,25,33,35,27],[3,2,6,14,16,19],[10,13,15,16,18,24],[10,6,5,9,15,19],[3,2,6,13,15,19],[3,2,6,14,18,24],[3,2,4,8,14,16,19]],
[<5,13>,[11,16,20],[11,16,19,26],[11,18,24,26],[10,14,16,20],[10,13,15,20],[12,21,24,26],[10,14,16,19,26],[10,14,18,24,26],[10,13,15,19,26],[11,18,24,19,20],[11,14,13,15,20],[12,17,16,20],[11,17,21,24,26],[10,8,7,9,15,20],[12,21,24,19,20],[12,21,18,16,20],[11,18,25,32,27,26],[10,14,18,24,19,20],[11,14,13,15,19,26],[3,2,6,14,16,20],[12,17,16,19,26],[10,14,17,21,24,26],[10,6,5,9,15,20],[3,2,6,13,15,20],[12,17,18,24,26],[11,18,25,32,34,28],[3,2,4,8,14,16,20],[10,6,4,7,9,15,20],[3,2,5,9,15,20],[10,8,4,5,9,15,20]],
[<5,14>,[12,22],[11,18,25,29],[11,17,22],[12,21,25,29],[11,18,21,22],[10,14,18,25,29],[10,14,17,22],[11,18,25,33,31],[11,17,21,25,29],[10,14,18,21,22],[12,21,25,33,31],[11,16,19,27,32,29],[11,18,24,27,32,29],[11,16,19,24,25,29],[10,14,18,25,33,31],[11,18,25,32,35,31],[12,17,18,25,29],[10,14,17,21,25,29],[11,16,19,27,35,31],[11,18,24,27,35,31],[11,16,20,26,27,32,29],[12,21,24,27,32,29],[11,17,21,25,33,31],[11,16,20,26,24,25,29],[11,18,25,33,40,39,30],[11,16,19,24,21,22],[10,14,16,19,27,32,29],[11,16,20,28,34,32,29],[12,21,25,32,35,31],[10,13,15,19,27,32,29]],
[<5,15>,[11,18,25],[12,22,29],[12,21,25],[10,14,18,25],[11,17,22,29],[11,17,21,25],[11,18,21,22,29],[12,22,31,33],[11,16,19,27,32],[11,18,24,27,32],[11,16,19,24,25],[12,17,18,25],[10,14,17,22,29],[10,14,17,21,25],[11,16,20,26,27,32],[12,21,24,27,32],[11,16,20,26,24,25],[11,17,22,31,33],[10,14,18,21,22,29],[12,22,31,35,32],[10,14,16,19,27,32],[11,16,20,28,34,32],[10,13,15,19,27,32],[10,14,18,24,27,32],[11,16,19,27,35,33],[11,18,24,27,35,33],[10,14,16,19,24,25],[10,13,15,19,24,25],[3,2,6,14,18,25],[10,13,15,16,18,25]],
[<5,16>,[11,18,25,32],[11,16,19,27],[11,18,24,27],[12,22,29,32],[12,21,25,32],[11,16,20,26,27],[10,14,18,25,32],[11,18,25,33,35],[12,21,24,27],[12,22,31,35],[10,14,16,19,27],[11,16,20,28,34],[10,14,18,24,27],[10,13,15,19,27],[11,17,22,29,32],[11,17,21,25,32],[12,22,29,33,35],[12,21,25,33,35],[11,18,25,33,41,36],[11,17,21,24,27],[10,14,16,20,26,27],[10,14,18,25,33,35],[10,13,15,20,26,27],[11,18,25,29,31,35],[11,17,22,31,35],[11,16,19,26,28,34],[12,22,31,33,32],[11,18,21,22,29,32],[12,22,31,41,36],[11,18,24,26,28,34]],
[<5,17>,[11,16,20,28],[11,18,25,32,34],[11,16,19,26,28],[10,14,16,20,28],[11,16,19,27,34],[11,18,24,26,28],[10,13,15,20,28],[11,18,24,27,34],[12,22,29,32,34],[12,21,25,32,34],[11,16,20,26,27,34],[10,14,18,25,32,34],[11,18,25,33,35,34],[12,21,24,26,28],[12,21,24,27,34],[10,14,16,19,26,28],[10,13,15,19,26,28],[10,14,18,24,26,28],[12,22,31,35,34],[10,14,16,19,27,34],[10,13,15,19,27,34],[10,14,18,24,27,34],[11,17,22,29,32,34],[11,17,21,25,32,34],[11,18,24,19,20,28],[12,22,29,33,35,34],[12,21,25,33,35,34],[11,14,13,15,20,28],[12,17,16,20,28],[11,17,21,24,26,28]],
[<5,18>,[12,23],[11,17,23],[12,22,30,38],[11,18,21,23],[10,14,17,23],[11,18,25,33,40,39,38],[11,18,25,29,30,38],[11,17,22,30,38],[12,22,31,40,39,38],[10,14,18,21,23],[12,21,25,33,40,39,38],[12,22,29,33,40,39,38],[11,18,21,22,30,38],[12,21,25,29,30,38],[11,18,25,29,31,40,39,38],[10,14,18,25,33,40,39,38],[11,18,25,32,35,40,39,38],[11,17,22,31,40,39,38],[10,14,18,25,29,30,38],[10,14,17,22,30,38],[11,16,19,27,35,40,39,38],[11,18,24,27,35,40,39,38],[11,18,25,33,31,30,38],[11,17,21,25,33,40,39,38],[11,17,22,29,33,40,39,38],[11,18,21,22,31,40,39,38],[11,17,21,25,29,30,38],[12,21,25,29,31,40,39,38],[12,22,29,32,35,40,39,38],[11,16,19,24,21,23]],
[<5,19>,[12,22,30],[11,18,25,33,40,39],[11,18,25,29,30],[12,22,31,40,39],[11,17,22,30],[12,21,25,33,40,39],[12,22,29,33,40,39],[11,18,21,22,30],[12,21,25,29,30],[12,23,38],[10,14,18,25,33,40,39],[11,18,25,29,31,40,39],[11,18,25,32,35,40,39],[11,17,22,31,40,39],[10,14,18,25,29,30],[10,14,17,22,30],[11,16,19,27,35,40,39],[11,18,24,27,35,40,39],[11,18,25,33,31,30],[11,17,22,29,33,40,39],[11,17,21,25,33,40,39],[11,18,21,22,31,40,39],[12,21,25,29,31,40,39],[11,17,23,38],[11,17,21,25,29,30],[12,22,29,32,35,40,39],[12,21,25,32,35,40,39],[10,14,18,21,22,30],[11,18,25,32,36,41,40,39],[10,14,18,25,29,31,40,39]],
[<5,20>,[11,18,25,33,40],[12,22,31,40],[12,22,29,33,40],[12,21,25,33,40],[11,18,25,29,31,40],[10,14,18,25,33,40],[11,18,25,32,35,40],[11,17,22,31,40],[12,22,30,39],[11,16,19,27,35,40],[11,18,24,27,35,40],[11,17,22,29,33,40],[11,17,21,25,33,40],[12,21,25,29,31,40],[11,18,21,22,31,40],[12,22,29,32,35,40],[12,21,25,32,35,40],[11,18,25,29,30,39],[10,14,18,25,29,31,40],[11,17,22,30,39],[11,18,25,32,36,41,40],[11,16,20,26,27,35,40],[10,14,18,25,32,35,40],[10,14,17,22,31,40],[12,21,24,27,35,40],[11,18,21,22,29,33,40],[11,16,19,27,32,33,40],[11,16,19,27,36,41,40],[11,18,24,27,32,33,40],[11,16,20,28,34,35,40]],
[<5,21>,[11,18,25,33],[12,22,31],[12,22,29,33],[12,21,25,33],[11,18,25,29,31],[10,14,18,25,33],[11,18,25,32,35],[11,17,22,31],[11,16,19,27,35],[11,18,24,27,35],[11,17,22,29,33],[11,17,21,25,33],[12,21,25,29,31],[11,18,21,22,31],[12,22,29,32,35],[12,21,25,32,35],[12,22,30,39,40],[10,14,18,25,29,31],[11,18,25,32,36,41],[11,16,20,26,27,35],[10,14,18,25,32,35],[10,14,17,22,31],[12,21,24,27,35],[11,18,21,22,29,33],[11,16,19,27,32,33],[11,16,19,27,36,41],[11,18,24,27,32,33],[11,16,20,28,34,35],[10,14,16,19,27,35],[11,18,24,27,36,41]],
[<5,22>,[11,18,25,33,41],[12,22,31,41],[11,18,25,32,36],[12,22,29,33,41],[12,21,25,33,41],[11,16,19,27,36],[11,18,24,27,36],[10,14,18,25,33,41],[11,18,25,29,31,41],[11,18,25,32,35,41],[11,17,22,31,41],[12,22,29,32,36],[12,21,25,32,36],[11,16,19,27,35,41],[11,18,24,27,35,41],[11,16,20,26,27,36],[10,14,18,25,32,36],[11,18,25,33,35,36],[12,21,24,27,36],[11,17,22,29,33,41],[11,17,21,25,33,41],[11,18,21,22,31,41],[12,21,25,29,31,41],[12,22,31,35,36],[11,16,20,28,37,42],[12,21,25,32,35,41],[10,14,16,19,27,36],[11,16,20,28,34,36],[12,22,29,32,35,41],[12,22,30,39,40,41]],
[<5,23>,[11,16,20,28,37],[11,18,25,33,41,42],[12,22,31,41,42],[11,18,25,32,34,37],[11,16,19,26,28,37],[11,18,25,32,36,42],[11,18,24,26,28,37],[10,14,16,20,28,37],[11,16,19,27,34,37],[11,18,24,27,34,37],[10,13,15,20,28,37],[12,22,29,33,41,42],[12,21,25,33,41,42],[11,16,19,27,36,42],[11,18,24,27,36,42],[11,18,25,29,31,41,42],[10,14,18,25,33,41,42],[12,21,25,32,34,37],[12,22,29,32,34,37],[11,18,25,32,35,41,42],[11,17,22,31,41,42],[11,16,20,26,27,34,37],[10,14,18,25,32,34,37],[12,21,25,32,36,42],[12,22,29,32,36,42],[11,18,25,33,35,34,37],[12,21,24,26,28,37],[11,16,19,27,35,41,42],[12,21,24,27,34,37],[11,18,24,27,35,41,42]],
[<6,7>,[13],[8,7,9],[14,16,15],[6,5,9],[6,4,7,9],[8,4,5,9],[10,11,16,15],[14,18,24,19,15],[10,3,2,5,9],[10,3,2,4,7,9],[14,18,24,26,20,15],[10,11,18,24,19,15],[10,1,0,2,5,9],[6,2,3,11,16,15],[10,1,0,2,4,7,9],[14,17,21,24,19,15],[10,12,17,16,15],[8,4,2,3,11,16,15],[14,11,3,2,5,9],[14,11,3,2,4,7,9],[10,11,18,24,26,20,15],[10,12,21,24,19,15],[14,17,21,24,26,20,15],[10,12,21,18,16,15],[14,18,25,32,27,19,15],[6,2,0,1,11,16,15],[8,4,2,0,1,11,16,15],[10,12,21,24,26,20,15],[14,11,1,0,2,5,9],[14,18,25,32,27,26,20,15]],
[<6,8>,[14],[10,11],[13,15,16],[6,2,3,11],[10,12,17],[8,4,2,3,11],[8,7,9,15,16],[10,12,21,18],[13,15,19,24,18],[6,2,0,1,11],[6,5,9,15,16],[6,4,7,9,15,16],[8,4,2,0,1,11],[8,4,5,9,15,16],[13,15,20,26,24,18],[8,7,5,2,3,11],[13,15,19,24,21,17],[6,2,3,12,17],[8,4,2,3,12,17],[13,9,5,2,3,11],[13,9,7,4,2,3,11],[8,7,9,15,19,24,18],[10,12,21,24,19,16],[8,7,5,2,0,1,11],[10,12,22,29,25,18],[13,15,20,26,24,21,17],[6,2,3,12,21,18],[13,15,19,27,32,25,18],[8,4,2,3,12,21,18],[6,5,9,15,19,24,18]],
[<6,9>,[14,16],[13,15],[10,11,16],[8,7,9,15],[14,18,24,19],[6,5,9,15],[6,4,7,9,15],[8,4,5,9,15],[14,18,24,26,20],[10,11,18,24,19],[14,17,21,24,19],[6,2,3,11,16],[10,12,17,16],[8,4,2,3,11,16],[10,11,18,24,26,20],[10,12,21,24,19],[14,17,21,24,26,20],[10,12,21,18,16],[14,18,25,32,27,19],[6,2,0,1,11,16],[10,3,2,5,9,15],[8,4,2,0,1,11,16],[10,3,2,4,7,9,15],[10,12,21,24,26,20],[14,18,25,32,27,26,20],[10,11,17,21,24,19],[14,18,25,32,34,28,20],[14,18,25,33,35,27,19],[8,7,5,2,3,11,16],[14,18,24,27,34,28,20]],
[<6,10>,[14,17],[14,18,21],[10,12],[10,11,17],[14,11,12],[10,11,18,21],[13,15,16,17],[14,16,19,24,21],[14,18,25,29,22],[13,15,19,24,21],[13,15,16,18,21],[6,2,3,12],[8,4,2,3,12],[14,16,20,26,24,21],[13,15,20,26,24,21],[6,2,3,11,17],[8,4,2,3,11,17],[6,2,0,1,12],[8,4,2,0,1,12],[10,11,16,19,24,21],[10,11,18,25,29,22],[14,18,25,33,31,22],[13,15,16,11,12],[6,2,3,11,18,21],[8,7,9,15,16,17],[8,4,2,3,11,18,21],[13,15,19,24,18,17],[6,5,9,15,16,17],[6,2,0,1,11,17],[6,4,7,9,15,16,17]],
[<6,11>,[14,18],[10,11,18],[14,17,21],[10,12,21],[14,16,19,24],[13,15,19,24],[13,15,16,18],[10,11,17,21],[14,16,20,26,24],[13,15,20,26,24],[14,11,12,21],[10,11,16,19,24],[6,2,3,11,18],[14,17,22,29,25],[10,12,17,18],[13,15,16,17,21],[8,4,2,3,11,18],[10,11,16,20,26,24],[8,7,9,15,19,24],[8,7,9,15,16,18],[10,12,22,29,25],[14,16,19,27,32,25],[6,2,3,12,21],[13,15,19,27,32,25],[8,4,2,3,12,21],[6,5,9,15,19,24],[6,2,0,1,11,18],[6,5,9,15,16,18],[6,4,7,9,15,19,24],[8,4,5,9,15,19,24]],
[<6,12>,[14,16,19],[14,18,24],[13,15,19],[14,16,20,26],[13,15,20,26],[10,11,16,19],[10,11,18,24],[14,17,21,24],[10,11,16,20,26],[8,7,9,15,19],[10,12,21,24],[14,18,25,32,27],[13,15,16,18,24],[6,5,9,15,19],[6,4,7,9,15,19],[8,4,5,9,15,19],[8,7,9,15,20,26],[10,11,17,21,24],[6,5,9,15,20,26],[6,4,7,9,15,20,26],[8,4,5,9,15,20,26],[14,18,25,33,35,27],[14,16,20,28,34,27],[13,15,20,28,34,27],[14,11,12,21,24],[10,11,18,25,32,27],[14,17,21,25,32,27],[14,17,22,29,32,27],[6,2,3,11,16,19],[10,12,17,16,19]],
[<6,13>,[14,16,20],[13,15,20],[14,16,19,26],[14,18,24,26],[13,15,19,26],[10,11,16,20],[8,7,9,15,20],[14,18,24,19,20],[10,11,16,19,26],[10,11,18,24,26],[14,17,21,24,26],[6,5,9,15,20],[6,4,7,9,15,20],[8,4,5,9,15,20],[8,7,9,15,19,26],[10,12,21,24,26],[14,18,25,32,27,26],[13,15,16,18,24,26],[6,5,9,15,19,26],[6,4,7,9,15,19,26],[8,4,5,9,15,19,26],[14,18,25,32,34,28],[10,11,18,24,19,20],[14,16,19,27,34,28],[13,15,19,27,34,28],[14,17,21,24,19,20],[6,2,3,11,16,20],[14,18,24,27,34,28],[10,11,17,21,24,26],[10,12,17,16,20]],
[<6,14>,[14,18,25,29],[14,17,22],[14,18,21,22],[10,12,22],[14,18,25,33,31],[10,11,18,25,29],[14,17,21,25,29],[10,11,17,22],[14,11,12,22],[10,11,18,21,22],[10,12,21,25,29],[14,16,19,27,32,29],[14,18,24,27,32,29],[13,15,19,27,32,29],[14,16,19,24,25,29],[13,15,19,24,25,29],[14,18,25,32,35,31],[13,15,16,18,25,29],[13,15,16,17,22],[14,16,19,27,35,31],[14,18,24,27,35,31],[13,15,19,27,35,31],[10,11,18,25,33,31],[14,16,20,26,27,32,29],[13,15,20,26,27,32,29],[14,18,25,33,40,39,30],[14,16,20,26,24,25,29],[10,11,17,21,25,29],[14,17,21,25,33,31],[14,16,19,24,21,22]],
[<6,15>,[14,18,25],[10,11,18,25],[14,17,22,29],[14,17,21,25],[14,18,21,22,29],[10,12,22,29],[10,12,21,25],[14,16,19,27,32],[13,15,19,27,32],[14,18,24,27,32],[14,16,19,24,25],[13,15,19,24,25],[13,15,16,18,25],[14,16,20,26,27,32],[13,15,20,26,27,32],[10,11,17,22,29],[14,17,22,31,33],[14,16,20,26,24,25],[10,11,17,21,25],[13,15,20,26,24,25],[14,16,20,28,34,32],[14,16,19,27,35,33],[13,15,20,28,34,32],[13,15,19,27,35,33],[14,18,24,27,35,33],[10,11,18,21,22,29],[14,11,12,22,29],[10,12,22,31,33],[14,18,21,22,31,33],[14,11,12,21,25]],
[<6,16>,[14,18,25,32],[14,16,19,27],[14,18,24,27],[13,15,19,27],[14,16,20,26,27],[14,18,25,33,35],[13,15,20,26,27],[14,16,20,28,34],[13,15,20,28,34],[10,11,18,25,32],[14,17,22,29,32],[14,17,21,25,32],[10,11,16,19,27],[10,11,18,24,27],[14,18,25,33,41,36],[14,17,21,24,27],[14,18,25,29,31,35],[14,17,22,31,35],[14,16,19,26,28,34],[10,12,22,29,32],[14,18,21,22,29,32],[10,12,21,25,32],[14,18,24,26,28,34],[13,15,19,26,28,34],[14,16,19,24,25,32],[8,7,9,15,19,27],[13,15,19,24,25,32],[10,11,16,20,26,27],[13,15,16,18,25,32],[10,11,18,25,33,35]],
[<6,17>,[14,16,20,28],[13,15,20,28],[14,18,25,32,34],[14,16,19,26,28],[13,15,19,26,28],[14,18,24,26,28],[14,16,19,27,34],[13,15,19,27,34],[14,18,24,27,34],[10,11,16,20,28],[14,16,20,26,27,34],[13,15,20,26,27,34],[14,18,25,33,35,34],[10,11,18,25,32,34],[8,7,9,15,20,28],[14,17,22,29,32,34],[14,17,21,25,32,34],[14,18,24,19,20,28],[10,11,16,19,26,28],[10,11,18,24,26,28],[10,11,16,19,27,34],[10,11,18,24,27,34],[6,5,9,15,20,28],[14,17,21,24,26,28],[14,18,25,33,41,42,37],[6,4,7,9,15,20,28],[14,17,21,24,27,34],[14,18,25,33,41,36,34],[14,18,25,29,31,35,34],[8,4,5,9,15,20,28]],
